Date,Symbol,Close,High,Low,Open,Volume,Prev_Close,Next_Open,Earn_Date,EPS_Est,EPS_Res,Surprise
2020-06-30,AAPL,90.07498168945312,90.36634838652466,88.88978753641321,88.90953750700892,140223200.0,89.32929229736328,90.15398968006652,,0.51,0.65,0.2622
2020-07-01,AAPL,89.90460205078125,90.70707923740089,89.855223360465,90.15398968006652,110737200.0,90.07498168945312,90.82807322952783,,0.51,0.65,0.2622
2020-07-02,AAPL,89.90460205078125,91.47499209432716,89.78855873766204,90.82807322952783,114041600.0,89.90460205078125,91.3589419767668,,0.51,0.65,0.2622
2020-07-06,AAPL,92.3095703125,92.78611649866833,91.32684168340042,91.3589419767668,118655600.0,89.90460205078125,92.69476725691926,,0.51,0.65,0.2622
2020-07-07,AAPL,92.02315521240234,93.48736577033814,91.90957592454987,92.69476725691926,112424400.0,92.3095703125,93.01823113648076,,0.51,0.65,0.2622
2020-07-08,AAPL,94.16638946533203,94.19848976316368,92.92933742438687,93.01823113648076,117092000.0,92.02315521240234,95.07503057127805,,0.51,0.65,0.2622
2020-07-09,AAPL,94.57132720947266,95.12935240856457,93.50464796927209,95.07503057127805,125642800.0,94.16638946533203,94.15897267493078,,0.51,0.65,0.2622
2020-07-10,AAPL,94.73675537109375,94.79602035153536,93.53674689489692,94.15897267493078,90257200.0,94.57132720947266,96.06516145214023,,0.51,0.65,0.2622
2020-07-13,AAPL,94.29971313476562,98.72198066215347,94.08242579688319,96.06516145214023,191649200.0,94.73675537109375,93.67007014547187,,0.51,0.65,0.2622
2020-07-14,AAPL,95.86022186279297,96.05528011904552,92.71944937069797,93.67007014547187,170989200.0,94.29971313476562,97.76888012310584,,0.51,0.65,0.2622
2020-07-15,AAPL,96.51948547363281,98.02320336119351,95.29971954544688,97.76888012310584,153198000.0,95.86022186279297,95.37133273206905,,0.51,0.65,0.2622
2020-07-16,AAPL,95.33182525634766,96.20343868838422,94.7219422575948,95.37133273206905,110577600.0,96.51948547363281,95.791083170534,,0.51,0.65,0.2622
2020-07-17,AAPL,95.13922119140625,95.94910552181119,94.65773188703783,95.791083170534,92186800.0,95.33182525634766,95.22812434181166,,0.51,0.65,0.2622
2020-07-20,AAPL,97.1441879272461,97.28493189607067,94.87750020574912,95.22812434181166,90318000.0,95.13922119140625,97.94912975521868,,0.51,0.65,0.2622
2020-07-21,AAPL,95.80342864990234,98.02567312889492,95.5491054164955,97.94912975521868,103433200.0,97.1441879272461,95.49972372166802,,0.51,0.65,0.2622
2020-07-22,AAPL,96.07257080078125,96.76640434042224,95.41083755522646,95.49972372166802,89001600.0,95.80342864990234,95.80096410015126,,0.51,0.65,0.2622
2020-07-23,AAPL,91.69969177246094,95.87997905144097,90.87499299848585,95.80096410015126,197004400.0,96.07257080078125,89.86510803454473,,0.51,0.65,0.2622
2020-07-24,AAPL,91.47252655029297,91.82315069045995,88.04533024179439,89.86510803454473,185438800.0,91.69969177246094,92.55400522326244,,0.51,0.65,0.2622
2020-07-27,AAPL,93.64043426513672,93.73426356364357,92.32684669187893,92.55400522326244,121214000.0,91.47252655029297,93.20340877899146,,0.51,0.65,0.2622
2020-07-28,AAPL,92.10216522216797,93.38366022189251,92.09722207821315,93.20340877899146,103625600.0,93.64043426513672,92.59352691155705,,0.51,0.65,0.2622
2020-07-29,AAPL,93.86761474609375,94.05527337192426,92.55649100784854,92.59352691155705,90329200.0,92.10216522216797,93.02563301804214,,0.51,0.65,0.2622
2020-07-30,AAPL,95.00343322753906,95.10960533333248,92.61081581265336,93.02563301804214,158130000.0,93.86761474609375,101.61583670538374,2020-07-30,0.51,0.65,0.2622
2020-07-31,AAPL,104.94920349121094,105.10229024165596,99.58124326174764,101.61583670538374,374336800.0,95.00343322753906,106.8652758888881,,0.7,0.73,0.0429
2020-08-03,AAPL,107.59368133544922,110.26037197233602,106.56157393454843,106.8652758888881,308151200.0,104.94920349121094,107.7862700272048,,0.7,0.73,0.0429
2020-08-04,AAPL,108.31220245361328,109.42332475100126,107.05045743756695,107.7862700272048,173071600.0,107.59368133544922,108.02825582357443,,0.7,0.73,0.0429
2020-08-05,AAPL,108.70480346679688,109.03073449860591,107.55417363773576,108.02825582357443,121776800.0,108.31220245361328,109.04306803384648,,0.7,0.73,0.0429
2020-08-06,AAPL,112.49742126464844,113.0011321314866,108.443063822994,109.04306803384648,202428800.0,108.70480346679688,112.01013278874784,,0.7,0.73,0.0429
2020-08-07,AAPL,109.9397201538086,112.4751731870546,109.12837548512455,112.01013278874784,198045600.0,112.49742126464844,111.41150204217344,,0.7,0.73,0.0429
2020-08-10,AAPL,111.53765869140625,112.57410290073884,108.83894663156423,111.41150204217344,212403600.0,109.9397201538086,110.78816160681417,,0.7,0.73,0.0429
2020-08-11,AAPL,108.22055053710938,111.29524916692716,107.95587217892492,110.78816160681417,187902400.0,111.53765869140625,109.3311992922912,,0.7,0.73,0.0429
2020-08-12,AAPL,111.81718444824219,112.07938677609694,109.13331330673283,109.3311992922912,165598000.0,108.22055053710938,113.2221863990766,,0.7,0.73,0.0429
2020-08-13,AAPL,113.79606628417969,114.81766940710159,112.72498789400663,113.2221863990766,210082000.0,111.81718444824219,113.61799023439642,,0.7,0.73,0.0429
2020-08-14,AAPL,113.69467163085938,113.78619410090432,111.85182698946075,113.61799023439642,165565200.0,113.79606628417969,114.83746385011978,,0.7,0.73,0.0429
2020-08-17,AAPL,113.39781951904297,114.86220148565508,112.75963079588445,114.83746385011978,119561600.0,113.69467163085938,113.14550777279764,,0.7,0.73,0.0429
2020-08-18,AAPL,114.34273529052734,114.77561746847958,112.80414804750816,113.14550777279764,105633600.0,113.39781951904297,114.75830494430609,,0.7,0.73,0.0429
2020-08-19,AAPL,114.4862060546875,115.92585036705157,114.38973909088014,114.75830494430609,145538000.0,114.34273529052734,114.52826114118969,,0.7,0.73,0.0429
2020-08-20,AAPL,117.026611328125,117.14287142000698,114.51094404160023,114.52826114118969,126907200.0,114.4862060546875,118.00367793395917,,0.7,0.73,0.0429
2020-08-21,AAPL,123.0572738647461,123.549520322597,117.99131289135765,118.00367793395917,338054800.0,117.026611328125,127.33909587462361,,0.7,0.73,0.0429
2020-08-24,AAPL,124.5290756225586,127.42568137309017,122.62934298323016,127.33909587462361,345937600.0,123.0572738647461,123.38132769450378,,0.7,0.73,0.0429
2020-08-25,AAPL,123.50747680664062,123.85873312504403,121.7536863406487,123.38132769450378,211495600.0,124.5290756225586,124.84818139000471,,0.7,0.73,0.0429
2020-08-26,AAPL,125.18706512451172,125.65210552325912,123.76226178347572,124.84818139000471,163022400.0,123.50747680664062,125.8005201548037,,0.7,0.73,0.0429
2020-08-27,AAPL,123.6905288696289,126.13940387950171,122.52545187812835,125.8005201548037,155552400.0,125.18706512451172,124.68243355468476,,0.7,0.73,0.0429
2020-08-28,AAPL,123.49015808105469,125.1078952015609,123.26258241226999,124.68243355468476,187630000.0,123.6905288696289,126.23339724366912,,0.7,0.73,0.0429
2020-08-31,AAPL,127.677978515625,129.61729739445286,124.67007230306152,126.23339724366912,225702700.0,123.49015808105469,131.3587076181438,,0.7,0.73,0.0429
2020-09-01,AAPL,132.7637176513672,133.37718379378953,129.15224958195859,131.3587076181438,151948100.0,127.677978515625,136.13772823292592,,0.7,0.73,0.0429
2020-09-02,AAPL,130.0130615234375,136.52361116287804,125.65950974460688,136.13772823292592,200119000.0,132.7637176513672,125.57047050037691,,0.7,0.73,0.0429
2020-09-03,AAPL,119.60411071777344,127.48009213276907,119.22812432959566,125.57047050037691,257599600.0,130.0130615234375,118.80266024441875,,0.7,0.73,0.0429
2020-09-04,AAPL,119.68326568603516,122.39434285857784,109.71955488861461,118.80266024441875,332607200.0,119.60411071777344,112.74725870946409,,0.7,0.73,0.0429
2020-09-08,AAPL,111.62918853759766,117.73406259131941,111.49066683661835,112.74725870946409,231366600.0,119.68326568603516,116.02232364245926,,0.7,0.73,0.0429
2020-09-09,AAPL,116.0816879272461,117.88247753815494,114.04343362832354,116.02232364245926,176940500.0,111.62918853759766,119.08960432646774,,0.7,0.73,0.0429
2020-09-10,AAPL,112.2921142578125,119.22812602665577,111.31256579252094,119.08960432646774,182274400.0,116.0816879272461,113.36071393743832,,0.7,0.73,0.0429
2020-09-11,AAPL,110.81784057617188,114.01375126428945,108.83895056588311,113.36071393743832,180860300.0,112.2921142578125,113.50914312976744,,0.7,0.73,0.0429
2020-09-14,AAPL,114.14238739013672,114.70637079543023,111.60941034865957,113.50914312976744,140150100.0,110.81784057617188,117.08103290253393,,0.7,0.73,0.0429
2020-09-15,AAPL,114.32048034667969,117.57575542045333,112.41085112555612,117.08103290253393,184642000.0,114.14238739013672,114.01375006124978,,0.7,0.73,0.0429
2020-09-16,AAPL,110.94646453857422,114.77561938567077,110.85741811250664,114.01375006124978,154679000.0,114.32048034667969,108.56191054234236,,0.7,0.73,0.0429
2020-09-17,AAPL,109.17536163330078,111.0157300039091,107.56256894244146,108.56191054234236,178011000.0,110.94646453857422,109.23473259431562,,0.7,0.73,0.0429
2020-09-18,AAPL,105.7123031616211,109.70966198036143,104.97021939066632,109.23473259431562,287104900.0,109.17536163330078,103.43658718573442,,0.7,0.73,0.0429
2020-09-21,AAPL,108.9181137084961,109.02695326869762,102.01178388772657,103.43658718573442,195713800.0,105.7123031616211,111.4906722345709,,0.7,0.73,0.0429
2020-09-22,AAPL,110.62985229492188,111.66877265143391,108.0078288645316,111.4906722345709,183055400.0,108.9181137084961,110.44185974151712,,0.7,0.73,0.0429
2020-09-23,AAPL,105.9893569946289,110.92668570471784,105.64304518633314,110.44185974151712,150718700.0,110.62985229492188,104.05992572171473,,0.7,0.73,0.0429
2020-09-24,AAPL,107.0777359008789,109.0863079829043,103.89172188848029,104.05992572171473,167743300.0,105.9893569946289,107.28552492339996,,0.7,0.73,0.0429
2020-09-25,AAPL,111.09488677978516,111.25320160806844,106.53354458678736,107.28552492339996,149981400.0,107.0777359008789,113.79608019273178,,0.7,0.73,0.0429
2020-09-28,AAPL,113.7466049194336,114.10280575035327,111.58961435391639,113.79608019273178,137672400.0,111.09488677978516,113.34094701354356,,0.7,0.73,0.0429
2020-09-29,AAPL,112.88579559326172,114.09291990603624,112.37128742740528,113.34094701354356,99382200.0,113.7466049194336,112.58894051157287,,0.7,0.73,0.0429
2020-09-30,AAPL,114.58761596679688,116.02231565762683,112.4207366836753,112.58894051157287,142675200.0,112.88579559326172,116.39831591228928,,0.7,0.73,0.0429
2020-10-01,AAPL,115.55728912353516,116.47747332858457,114.6074227745917,116.39831591228928,116120400.0,114.58761596679688,111.69843176810822,,0.7,0.73,0.0429
2020-10-02,AAPL,111.82705688476562,114.15225838912713,111.03550551101448,111.69843176810822,144712000.0,115.55728912353516,112.70768109561531,,0.7,0.73,0.0429
2020-10-05,AAPL,115.27033996582031,115.41875822233064,112.35148029953696,112.70768109561531,106243800.0,111.82705688476562,114.47877489927686,,0.7,0.73,0.0429
2020-10-06,AAPL,111.96559143066406,114.89434750526445,111.06519292470092,114.47877489927686,161498200.0,115.27033996582031,113.41020495621092,,0.7,0.73,0.0429
2020-10-07,AAPL,113.86534881591797,114.33038924073337,112.9253714011789,113.41020495621092,96849000.0,111.96559143066406,115.02298871855636,,0.7,0.73,0.0429
2020-10-08,AAPL,113.75650024414062,115.17140698796656,113.38050628845255,115.02298871855636,83477200.0,113.86534881591797,114.0632251448416,,0.7,0.73,0.0429
2020-10-09,AAPL,115.73538970947266,115.76507185341127,113.70702431984483,114.0632251448416,100506900.0,113.75650024414062,118.79277196519956,,0.7,0.73,0.0429
2020-10-12,AAPL,123.08696746826172,123.85873341034352,118.02100602311775,118.79277196519956,240226800.0,115.73538970947266,123.94776081541772,,0.7,0.73,0.0429
2020-10-13,AAPL,119.82177734375,124.06649692245958,118.38708524077263,123.94776081541772,262330500.0,123.08696746826172,119.72285354584587,,0.7,0.73,0.0429
2020-10-14,AAPL,119.91085052490234,121.73142583139962,118.3574220659729,119.72285354584587,150712000.0,119.82177734375,117.46691201342668,,0.7,0.73,0.0429
2020-10-15,AAPL,119.43590545654297,119.9207313945345,116.90292866343393,117.46691201342668,112559200.0,119.91085052490234,119.99990390102317,,0.7,0.73,0.0429
2020-10-16,AAPL,117.76375579833984,120.26705831291545,117.55597322734987,119.99990390102317,115393800.0,119.43590545654297,118.69382343032512,,0.7,0.73,0.0429
2020-10-19,AAPL,114.7558364868164,119.14896723265261,114.43921438307267,118.69382343032512,120639300.0,117.76375579833984,114.97352084586231,,0.7,0.73,0.0429
2020-10-20,AAPL,116.26969909667969,117.72418464255483,114.40953742489718,114.97352084586231,124423700.0,114.7558364868164,115.43854293891002,,0.7,0.73,0.0429
2020-10-21,AAPL,115.63643646240234,117.45701158533537,115.2208638375015,115.43854293891002,89946000.0,116.26969909667969,116.21032050698814,,0.7,0.73,0.0429
2020-10-22,AAPL,114.52826690673828,116.79409702397534,113.38050700153865,116.21032050698814,101988000.0,115.63643646240234,115.16150148154033,,0.7,0.73,0.0429
2020-10-23,AAPL,113.82575225830078,115.31981630298279,113.07377195418142,115.16150148154033,82572600.0,114.52826690673828,112.80662390142896,,0.7,0.73,0.0429
2020-10-26,AAPL,113.83564758300781,115.31981504798122,111.68854624654136,112.80662390142896,111850700.0,113.82575225830078,114.27100858546365,,0.7,0.73,0.0429
2020-10-27,AAPL,115.36929321289062,116.04211615988314,113.33103879208986,114.27100858546365,92276800.0,113.83564758300781,113.83566052586264,,0.7,0.73,0.0429
2020-10-28,AAPL,110.02629089355469,114.21164694214625,109.92734789441342,113.83566052586264,143937800.0,115.36929321289062,111.18394613079873,,0.7,0.73,0.0429
2020-10-29,AAPL,114.1028060913086,115.69581327077424,111.01573473040241,111.18394613079873,146129200.0,110.02629089355469,109.8877670398442,2020-10-29,0.7,0.73,0.0429
2020-10-30,AAPL,107.71099090576172,110.80795125674213,106.58302413006321,109.8877670398442,190272600.0,114.1028060913086,107.9583405669905,,1.41,1.68,0.1898
2020-11-02,AAPL,107.6219253540039,109.51176885766749,106.18723317653382,107.9583405669905,122866900.0,107.71099090576172,108.50254894111902,,1.41,1.68,0.1898
2020-11-03,AAPL,109.2743148803711,110.31322766441549,107.58236473304154,108.50254894111902,107624400.0,107.6219253540039,112.93525391522112,,1.41,1.68,0.1898
2020-11-04,AAPL,113.73670196533203,114.36994617386571,111.16414642455564,112.93525391522112,138235500.0,109.2743148803711,116.70504102429527,,1.41,1.68,0.1898
2020-11-05,AAPL,117.77364349365234,118.35742000054557,115.63644610380487,116.70504102429527,126387100.0,113.73670196533203,117.27311019177596,,1.41,1.68,0.1898
2020-11-06,AAPL,117.63983917236328,118.1453212730363,115.10248478361406,117.27311019177596,114457900.0,117.77364349365234,119.43381772424055,,1.41,1.68,0.1898
2020-11-09,AAPL,115.29080200195312,120.91063210823191,115.02319428532118,119.43381772424055,154515300.0,117.63983917236328,114.52761902812951,,1.41,1.68,0.1898
2020-11-10,AAPL,114.94390106201172,116.54956249609731,113.12017741155807,114.52761902812951,138023400.0,115.29080200195312,116.15311685631931,,1.41,1.68,0.1898
2020-11-11,AAPL,118.4327621459961,118.57152283485074,115.40975278235919,116.15311685631931,112295000.0,114.94390106201172,118.56161126182639,,1.41,1.68,0.1898
2020-11-12,AAPL,118.15523529052734,119.46355569756686,117.52089858177423,118.56161126182639,103162300.0,118.4327621459961,118.38320350923577,,1.41,1.68,0.1898
2020-11-13,AAPL,118.20479583740234,118.61116424653456,116.82709509009042,118.38320350923577,81581900.0,118.15523529052734,117.86780856419206,,1.41,1.68,0.1898
2020-11-16,AAPL,119.23560333251953,119.91949315479266,117.10462475728445,117.86780856419206,91183000.0,118.20479583740234,118.4922366474386,,1.41,1.68,0.1898
2020-11-17,AAPL,118.33364868164062,119.60232216046282,117.90745297592156,118.4922366474386,74271000.0,119.23560333251953,117.56054965181664,,1.41,1.68,0.1898
2020-11-18,AAPL,116.98567962646484,118.75984276973934,116.95594627375533,117.56054965181664,76322100.0,118.33364868164062,116.54957350994096,,1.41,1.68,0.1898
2020-11-19,AAPL,117.59028625488281,118.00656832810336,115.77647607056268,116.54957350994096,74113000.0,116.98567962646484,117.5902891351968,,1.41,1.68,0.1898
2020-11-20,AAPL,116.30178833007812,117.71913619095238,116.25223526027554,117.5902891351968,73604300.0,117.59028625488281,116.14319712671745,,1.41,1.68,0.1898
2020-11-23,AAPL,112.84265899658203,116.57930644703998,112.7435453042969,116.14319712671745,127959300.0,116.30178833007812,112.90213951441312,,1.41,1.68,0.1898
2020-11-24,AAPL,114.15098571777344,114.82496944928602,111.59381148098541,112.90213951441312,113874200.0,112.84265899658203,114.52762343873567,,1.41,1.68,0.1898
2020-11-25,AAPL,115.00337219238281,115.7170028847436,114.15098081671742,114.52762343873567,76499200.0,114.15098571777344,115.53860618748973,,1.41,1.68,0.1898
2020-11-27,AAPL,115.55842590332031,116.45046435351239,115.19170444627359,115.53860618748973,46691300.0,115.00337219238281,115.93506018085895,,1.41,1.68,0.1898
2020-11-30,AAPL,117.99665832519531,119.8996685067872,115.77647221811449,115.93506018085895,169410200.0,115.55842590332031,119.93931662320043,,1.41,1.68,0.1898
2020-12-01,AAPL,121.63418579101562,122.37754985910423,118.9481645324156,119.93931662320043,127728200.0,117.99665832519531,120.94037098915713,,1.41,1.68,0.1898
2020-12-02,AAPL,121.99099731445312,122.27843231917343,119.82037188405256,120.94037098915713,89004200.0,121.63418579101562,122.42710398671005,,1.41,1.68,0.1898
2020-12-03,AAPL,121.85224151611328,122.68480564987506,121.12869715634282,122.42710398671005,78967600.0,121.99099731445312,121.51524430827394,,1.41,1.68,0.1898
